1st_flr_sf,bsmt_exposure,bsmt_qual,bsmtfin_sf_1,bsmtfin_type_1,exter_qual,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Others,exterior_1st_PreCast,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_2nd_HdBoard,exterior_2nd_MetalSd,exterior_2nd_Other,exterior_2nd_Others,exterior_2nd_PreCast,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,fence,fireplace_qu,fireplaces,foundation_Others,foundation_PConc,full_bath,garage_area,garage_cars,garage_finish,garage_type_Attchd,garage_type_Others,gr_liv_area,heating_qc,house_style_1Story,house_style_Others,id,kitchen_qual,lot_area,lot_config_Inside,lot_config_Others,lot_frontage_reg_imputed,lot_shape,mas_vnr_area,mas_vnr_type_CBlock,mas_vnr_type_None,mas_vnr_type_Others,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_Others,ms_zoning_Others,ms_zoning_RL,neigh_group,open_porch_sf,overall_qual,pid,roof_style_Gable,roof_style_Others,saleprice,total_bsmt_sf,totrms_abvgrd,wood_deck_sf,year_built,year_remod_add
1195,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,252.0,1.0,1.0,1.0,0.0,1668,3.0,0.0,1.0,1329,3.0,7425,0.0,1.0,64.88331534163537,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,6.0,903204010,1.0,0.0,108000,672.0,8,210,1945,1950
924,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,280.0,1.0,1.0,0.0,1.0,924,2.0,1.0,0.0,1451,2.0,7990,1.0,0.0,88.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,4.0,907203090,0.0,1.0,110000,924.0,5,0,1975,1975
561,1.0,4.0,285.0,5.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,4.0,3.0,1,1.0,0.0,1,462.0,2.0,3.0,1.0,0.0,1229,2.0,0.0,1.0,936,2.0,1300,1.0,0.0,24.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,1,0,5.0,909451180,1.0,0.0,124000,561.0,5,150,1980,1980
882,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,882,4.0,0.0,1.0,1948,2.0,5500,1.0,0.0,55.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,0,0,3.0,535376010,1.0,0.0,103200,882.0,4,0,1956,1956
1352,1.0,5.0,937.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,466.0,2.0,2.0,1.0,0.0,1352,4.0,1.0,0.0,1839,3.0,3606,1.0,0.0,40.0,3.0,0.0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,4,241,6.0,533208020,1.0,0.0,194000,1352.0,5,0,2006,2007
948,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,300.0,1.0,1.0,1.0,0.0,948,2.0,1.0,0.0,2057,2.0,8978,0.0,1.0,70.61286934958925,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,905104170,1.0,0.0,108000,948.0,6,147,1968,1968
864,1.0,3.0,864.0,4.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,440.0,1.0,1.0,1.0,0.0,864,2.0,1.0,0.0,558,2.0,9079,1.0,0.0,70.9694753952808,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,532354230,1.0,0.0,122000,864.0,5,158,1961,1961
880,2.0,4.0,397.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,450.0,1.0,3.0,0.0,1.0,1700,2.0,0.0,1.0,2731,3.0,1700,1.0,0.0,36.71459269786443,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,4,36,6.0,905351045,1.0,0.0,148400,430.0,7,188,1980,1981
1276,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,350.0,1.0,1.0,1.0,0.0,1276,2.0,1.0,0.0,791,2.0,9571,1.0,0.0,68.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,905451340,1.0,0.0,60000,1276.0,5,0,1958,1958
1626,1.0,4.0,1271.0,6.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,534.0,2.0,2.0,1.0,0.0,1626,4.0,1.0,0.0,1421,3.0,9938,1.0,0.0,80.0,3.0,251.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,40,6.0,906223110,1.0,0.0,226500,1602.0,7,424,1994,1994
480,3.0,3.0,50.0,4.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,308.0,1.0,1.0,0.0,1.0,480,2.0,1.0,0.0,2881,2.0,9000,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,1.0,911175430,1.0,0.0,35311,480.0,4,0,1949,1950
1012,4.0,4.0,976.0,6.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,2,0.0,0.0,0.0,0.0,1.0,1012,2.0,0.0,1.0,2820,2.0,7840,0.0,1.0,38.0,2.0,355.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,5.0,908103310,0.0,1.0,127500,976.0,4,0,1975,1975
889,1.0,3.0,647.0,5.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,484.0,2.0,1.0,1.0,0.0,889,2.0,1.0,0.0,1609,2.0,12395,0.0,1.0,74.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,923426010,1.0,0.0,137500,864.0,6,0,1984,1984
1117,3.0,3.0,368.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,2.0,1,1.0,0.0,1,542.0,2.0,2.0,1.0,0.0,1117,2.0,0.0,1.0,1495,2.0,9638,0.0,1.0,72.91163296347663,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,5.0,908151040,0.0,1.0,147000,1029.0,6,292,1977,1977
1132,3.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,3,691.0,3.0,3.0,0.0,1.0,2452,4.0,0.0,1.0,2388,3.0,13418,1.0,0.0,108.0,3.0,132.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,32,7.0,528118020,1.0,0.0,309000,1117.0,9,113,2004,2005
2365,1.0,4.0,803.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,4.0,4.0,2,1.0,0.0,2,551.0,2.0,3.0,1.0,0.0,2365,2.0,1.0,0.0,938,4.0,17597,1.0,0.0,96.40927789208772,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,144,6.0,909475040,0.0,1.0,315000,1803.0,7,200,1971,2009
912,1.0,3.0,595.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1,576.0,2.0,1.0,0.0,1.0,912,4.0,1.0,0.0,1194,3.0,8872,0.0,1.0,72.0,3.0,300.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,240,4.0,534202130,1.0,0.0,147000,912.0,5,0,1965,2008
1567,3.0,4.0,1154.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,648.0,3.0,3.0,1.0,0.0,1567,4.0,1.0,0.0,2429,4.0,3982,1.0,0.0,53.0,3.0,0.0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,7.0,528228575,0.0,1.0,264561,1520.0,7,312,2006,2006
1360,1.0,3.0,384.0,5.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,3.0,3.0,1,1.0,0.0,1,572.0,2.0,1.0,0.0,1.0,1360,2.0,0.0,1.0,1937,2.0,7134,1.0,0.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,50,4.0,535325280,1.0,0.0,130000,384.0,6,0,1955,1955
769,1.0,4.0,436.0,6.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,440.0,2.0,1.0,0.0,1.0,1525,4.0,0.0,1.0,1847,3.0,2117,1.0,0.0,39.45144353485222,3.0,456.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,4,0,5.0,533221100,1.0,0.0,177000,756.0,5,0,2000,2000
780,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1200,3.0,0.0,1.0,1550,2.0,8155,1.0,0.0,58.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,4.0,910203090,1.0,0.0,119000,780.0,7,0,1930,1950
1073,2.0,4.0,510.0,6.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,246.0,1.0,1.0,0.0,1.0,1073,4.0,1.0,0.0,2705,2.0,5500,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,120,6.0,904302030,0.0,1.0,157000,1073.0,4,0,2004,2004
1159,1.0,3.0,673.0,4.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,2.0,1,1.0,0.0,1,336.0,1.0,1.0,1.0,0.0,1159,2.0,1.0,0.0,2713,2.0,11553,1.0,0.0,79.2047974189241,2.0,188.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,905106210,0.0,1.0,158000,1051.0,7,466,1968,1968
1040,1.0,3.0,150.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,352.0,1.0,1.0,0.0,1.0,1540,3.0,0.0,1.0,1938,1.0,7150,1.0,0.0,55.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,3.0,535325320,1.0,0.0,115000,1190.0,7,0,1955,1955
894,1.0,4.0,138.0,2.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,308.0,1.0,1.0,0.0,1.0,894,2.0,1.0,0.0,1819,2.0,6285,1.0,0.0,64.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,532353120,1.0,0.0,120750,894.0,5,192,1977,1977
814,1.0,4.0,533.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,663.0,2.0,2.0,1.0,0.0,1674,4.0,0.0,1.0,23,3.0,7500,1.0,0.0,65.17159297261225,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,4,96,6.0,527368020,1.0,0.0,216000,814.0,7,0,2000,2000
546,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,286.0,1.0,1.0,1.0,0.0,1092,1.0,0.0,1.0,2289,2.0,2001,1.0,0.0,21.0,3.0,80.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,0,3.0,923228250,1.0,0.0,75000,546.0,6,0,1970,1970
1430,3.0,3.0,800.0,5.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,3.0,2,1.0,0.0,2,484.0,2.0,1.0,1.0,0.0,1430,2.0,1.0,0.0,1156,2.0,19508,1.0,0.0,95.0,3.0,144.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,108,5.0,532477030,1.0,0.0,192000,1430.0,6,117,1974,1974
1040,4.0,3.0,794.0,6.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,4.0,2.0,1,1.0,0.0,1,616.0,2.0,1.0,0.0,1.0,1040,1.0,0.0,1.0,2717,2.0,7176,0.0,1.0,63.91691037939658,2.0,200.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,5.0,905107300,1.0,0.0,160500,960.0,6,131,1978,1978
1494,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,840.0,3.0,2.0,1.0,0.0,1494,4.0,1.0,0.0,2101,3.0,10652,1.0,0.0,91.0,2.0,306.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,33,6.0,906378170,1.0,0.0,279500,1494.0,7,160,2006,2007
1075,3.0,4.0,784.0,5.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,3.0,0.0,0,1.0,0.0,1,440.0,2.0,1.0,0.0,1.0,1075,2.0,0.0,1.0,1377,3.0,11235,0.0,1.0,78.19484759050329,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,4.0,905100020,1.0,0.0,148000,981.0,6,64,1963,1963
992,1.0,3.0,758.0,5.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,294.0,1.0,2.0,1.0,0.0,992,4.0,1.0,0.0,1381,3.0,10265,1.0,0.0,68.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,4.0,905104110,1.0,0.0,145000,992.0,6,204,1967,2005
1352,1.0,4.0,1012.0,6.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,796.0,3.0,2.0,1.0,0.0,2520,4.0,0.0,1.0,2502,3.0,14541,0.0,1.0,88.13102780215468,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,55,7.0,533127080,1.0,0.0,310000,1338.0,10,209,1993,1993
1146,3.0,3.0,580.0,5.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,1,294.0,1.0,1.0,1.0,0.0,1146,2.0,0.0,1.0,2609,2.0,10184,1.0,0.0,83.0,3.0,379.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,75,5.0,535402100,1.0,0.0,165000,1083.0,6,345,1963,1963
1686,1.0,4.0,1361.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,711.0,3.0,2.0,1.0,0.0,2448,4.0,0.0,1.0,505,3.0,46589,0.0,1.0,52.0,1.0,528.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,76,7.0,528390100,0.0,1.0,402000,1629.0,8,517,1994,2005
1026,1.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,936.0,3.0,3.0,1.0,0.0,1958,4.0,0.0,1.0,1126,3.0,10625,1.0,0.0,85.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,4,210,6.0,528478040,1.0,0.0,250000,1026.0,9,154,2005,2005
630,3.0,4.0,522.0,6.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,630,2.0,0.0,1.0,2914,2.0,1470,1.0,0.0,21.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,0,3.0,923226180,1.0,0.0,73000,630.0,3,0,1970,1970
896,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,2,0.0,0.0,0.0,0.0,1.0,1792,2.0,0.0,1.0,393,2.0,9000,0.0,1.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,45,4.0,527401160,1.0,0.0,136000,896.0,8,32,1974,1974
1565,1.0,5.0,472.0,6.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,556.0,2.0,2.0,1.0,0.0,1565,4.0,1.0,0.0,2405,4.0,5911,1.0,0.0,48.0,3.0,278.0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,56,8.0,528180080,0.0,1.0,282500,1560.0,6,196,2005,2005
1595,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,880.0,3.0,2.0,1.0,0.0,1595,4.0,1.0,0.0,67,3.0,8987,1.0,0.0,73.0,3.0,226.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,0,7.0,528445060,1.0,0.0,221500,1595.0,6,144,2005,2006
1680,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,628.0,2.0,1.0,1.0,0.0,1680,3.0,1.0,0.0,2227,3.0,17871,1.0,0.0,97.11703943131361,1.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,0,3.0,909452102,1.0,0.0,170000,1680.0,7,152,1995,1996
1040,1.0,3.0,872.0,4.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,3.0,1.0,1,1.0,0.0,1,480.0,2.0,2.0,1.0,0.0,1040,3.0,1.0,0.0,669,2.0,11500,1.0,0.0,77.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,535402270,1.0,0.0,163000,1040.0,6,0,1967,1967
1328,3.0,4.0,56.0,2.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,752.0,3.0,2.0,1.0,0.0,2531,4.0,0.0,1.0,1772,3.0,12257,1.0,0.0,65.0,2.0,513.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,98,7.0,528364110,1.0,0.0,290000,1318.0,9,222,1995,1995
1335,1.0,4.0,1225.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,933.0,3.0,2.0,1.0,0.0,2538,4.0,0.0,1.0,1775,3.0,9044,1.0,0.0,82.0,2.0,526.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,92,7.0,528376010,1.0,0.0,330000,1325.0,8,198,1996,1997
483,1.0,3.0,254.0,4.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,264.0,1.0,1.0,0.0,1.0,987,2.0,0.0,1.0,403,2.0,1680,1.0,0.0,21.0,3.0,504.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0,0,5.0,527450280,1.0,0.0,111000,483.0,5,0,1973,1973
840,2.0,4.0,639.0,6.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,530.0,2.0,2.0,1.0,0.0,1755,4.0,0.0,1.0,2792,2.0,9468,0.0,1.0,45.0,1.0,148.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,73,5.0,907254050,1.0,0.0,214000,840.0,7,176,1999,1999
1152,1.0,3.0,500.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,636.0,2.0,1.0,0.0,1.0,1152,2.0,1.0,0.0,1247,2.0,9373,0.0,1.0,102.0,2.0,84.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,535302130,1.0,0.0,137500,1152.0,6,0,1953,1953
1016,2.0,4.0,622.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,5.0,1,0.0,1.0,2,581.0,2.0,2.0,1.0,0.0,1884,4.0,0.0,1.0,384,4.0,7000,1.0,0.0,70.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,4,35,6.0,527364030,1.0,0.0,240900,926.0,7,0,2003,2003
1061,1.0,4.0,674.0,6.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,564.0,2.0,2.0,1.0,0.0,1923,4.0,0.0,1.0,91,3.0,10186,1.0,0.0,107.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,39,6.0,533130020,1.0,0.0,190000,750.0,8,240,1992,1992
1611,3.0,4.0,1234.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,1231.0,3.0,2.0,1.0,0.0,1611,4.0,1.0,0.0,863,3.0,11664,0.0,1.0,90.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,93,6.0,907250070,0.0,1.0,250000,1569.0,6,262,2002,2002
1437,4.0,4.0,1157.0,5.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,2.0,1,1.0,0.0,2,528.0,2.0,2.0,1.0,0.0,1437,2.0,1.0,0.0,1857,3.0,10768,0.0,1.0,90.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,21,4.0,533252130,1.0,0.0,218000,1437.0,6,0,1976,2004
1091,1.0,4.0,819.0,6.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,473.0,2.0,1.0,1.0,0.0,2075,4.0,0.0,1.0,1870,3.0,10530,1.0,0.0,78.0,3.0,194.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,86,6.0,534151180,1.0,0.0,255000,1148.0,8,235,1993,1993
